Texto,Sarcasmo,len_chars,len_words
La Corporación se estrena con novedad del XXI: el vídeoacta,0,59,10
Así se llamarían los muebles de Ikea si fuesen españoles,1,56,10
"√(9×16)=√9x√16=3×4=12, según los analistas",1,42,4
La firma de hipotecas en Málaga se dispara en abril y marca máximos desde 2008,0,78,15
" Oh, sí.",0,8,2
"El ministro de Justicia de Polonia: “La situación es dramática, tendemos a ignorar las decisiones del Constitucional”",0,117,17
El PP bloquea en dos meses cuatro iniciativas relacionadas con el movimiento 7.291,0,82,13
Miles de españoles se dan de baja de ETA por culpa de una serie de HBO,1,70,16
Usar la madrugada en el centro de menores para aprender a ser panadero,0,70,13
EL PAÍS te invita al Mallorca Live Festival,0,43,8
El PP de Ayuso reduce a “una gotera” la inundación de aguas fecales provocada por las obras sin permiso en la casa donde vive,0,125,24
Rufián sujetando la cabeza de uno de los 700 alcaldes catalanes que la Fiscalía quiere interrogar: “Dejen de hacer el ridículo”,1,127,21
Cinco plantas de interior ideales para decorar tu casa,1,54,9
Nada como un final feliz forzado que no tiene ningún sentido.,1,61,11
Paco Vázquez y aquella 'canasta fantasma' con el Unicaja,0,56,9
Las abuelas españolas anuncian su intención de cocinar un cocido en cuanto haya una nueva ola de calor,1,102,18
La cocina cinegética en España: entre el olvido y la recuperación de la caza en la mesa,0,87,17
Cinco recetas de curry de distintos países para empaparse de sabor,0,66,11
Los medios de información españoles reclaman a Meta 550 millones por competencia desleal,0,88,13
Rubens pintaba mujeres gordas porque era lo único que tenía a mano,1,66,12
"Ingreso hospitalario y atención en consulta, lo más valorado por usuarios de la sanidad privada",0,95,15
Sant Antoni Gentrification Experience: asiste en tiempo real a la gentrificación de Barcelona,1,93,13
"Tras días de intensas negociaciones en Wallapop, logra pagar 30 céntimos menos por unas chancletas",1,98,15
Mejoran la eficacia del tratamiento contra la leishmaniasis,0,59,8
Viaje al corazón de la ciencia: así es el nuevo museo CERN Science Gateway,0,74,14
Tráfico sustituye la señal de «Stop» por la señal de «Quietor» en todas las calzadas,1,84,15
Ecoturismo y vacas mochileras,0,29,4
Cómo evitar que el ‘burnout’ nos queme por completo,0,51,9
Semana astrológica del 26 de marzo al 1 de abril 2017,0,53,11
«Fui a la Anilla Olímpica y me detuvieron por intentar encender el pebetero»,1,76,13
La primera llamada del comercial de Jazztel marca el final de las vacaciones de los españoles,1,93,16
"Thibaut Courtois, el portero más español",0,40,6
"No, la cuota es fija.",1,21,5
"Qué suerte, el único día que puedo, nadie más puede.",1,52,10
El dueño de un bar no puede dormir por culpa del café tan malo que sabe que sirve,1,81,18
"No, no, no.",0,11,3
Caruana y Firouzja no rematan posiciones ventajosas en el estreno del Torneo de Candidatos,0,90,14
"Los Ángeles 84: abuelo, cuéntame otra vez",0,41,7
La nueva ouija de Apple permite recuperar archivos de los discos duros muertos,1,78,13
El PSOE rechaza la construcción de la depuradora en Vega de Mestanza,0,68,12
Catorce localidades de la Costa están obligadas a contar con un plan ante posibles tsunamis,0,91,15
Este mapache guarro se tira pedos horribles cuando se siente amenazado,1,70,11
 Le dije que aguantaba 10 olas y creo que entendió mal.,0,55,11
Los logros de Felipe VI durante su primer año como monarca,1,58,11
Las claves de la huelga por el clima de hoy,1,43,10
Una sesión informativa detallará a los investigadores cómo impulsar su carrera a través del programa 'Horizonte Europa',0,119,17
"Qué emoción, todos llegaron tarde... como siempre.",1,50,7
Movistar contrata a un poeta para que atraiga nuevos clientes con sus versos,1,76,13
Nada como esperar una temporada entera para ver cómo arruinan todo en el último episodio.,1,89,15
Consigue llegar al final de su jornada laboral sin que nadie se entere de que está de cumpleaños,1,96,18
"Nuevo Continental GT Speed, el Bentley más potente jamás creado",0,63,10
Las cuatro peores experiencias con las reformas del hogar,1,57,9
"¿Qué personajes históricos, cantantes, actores, eruditos, socialités,... fallecieron un 03 de mayo?",0,99,12
Llaman para hacer la lectura del gas y se presenta José Montilla,1,64,12
El País se editará cada día con tapas de piel para atraer anunciantes de alto perfil,1,84,16
"Oyente de toda la vida, sorprendida al comprobar que Iñaki Gabilondo es negro",1,77,13
Juan Carlos I pregunta a su hijo si ya han terminado la pirámide donde le enterrarán,1,84,16
El nuevo iOS7 de Apple simplifica su diseño para mostrar tus fotos de la paella de los domingos,1,95,18
Las televisiones deciden no renovar a Felipe VI por sus bajos datos de audiencia,1,80,14
Pogacar cumple su papel y anima la fiesta del critérium de Singapur,0,67,12
Incapaz de arrancar su coche por el peso de todos los «flyers» de puticlubs chinos que le han puesto en el parabrisas,1,117,22
"Padres estresados, hijos afectados",0,34,4
La sonda Philae despierta siete meses después de posarse sobre un cometa sin recordar nada de lo ocurrido,1,105,18
Mónaco 1988: la experiencia mística de Senna,0,44,7
El gestor inmobiliario de Blackstone en España dice que limitar los alquileres solo tiene sentido “por un corto plazo”,0,118,19
El nuevo Pharmagrip Forte Ultra es un médico en miniatura con una nave espacial que navega por tu riego sanguíneo hasta matar todos los virus,1,141,25
La auténtica comida ‘thai’,0,26,4
Un toro se defiende,1,19,4
La UE afronta el 9-J como una batalla política por la supervivencia de su modelo,0,80,15
"El presidente de UD Las Palmas, absuelto de fraude a Hacienda por declararse nula la instrucción del exjuez Alba",0,112,19
UPyD rebaja sus tarifas para competir con Movistar y Vodafone,1,61,10
Soria abandona el Ministerio de Industria para centrarse en la dirección de sus sociedades «offshore»,1,101,15
¿Cómo está cambiando la Inteligencia Artificial la medicina y la cirugía estéticas?,0,83,12
El séptimo oro europeo de Carolina Marín y las tres horas diarias de autocar para jugar,0,87,16
Dios mío. Alto el fuego. Alto. Retrocedan. Hunter.,0,50,8
Artur Mas insiste en echar colonia y peinar personalmente a todos los catalanes que viajen fuera,1,96,16
Improvisa un Power Point de 35 páginas para convencer a sus amigos de pedir una ensalada «para poner en medio»,1,110,20
¿Harto de perder la señal del WiFi cada dos por tres? Esta es la solución,0,73,15
El fiscal tacha a los usuarios de las 'black' de «depredadores muy próximos al pillaje y la rapiña»,0,99,18
"Mazón ""se alegra mucho"" por un Camps que lleva ""10 inocencias en 10 procesos""",0,77,14
Aguas negras al río y gases tóxicos: así contaminaba una planta operada por una empresa japonesa en Veracruz,0,108,18
El pillaje bloquea las citas con la DGT para miles de canjes de carnés de conducir,0,82,16
El artífice del éxito del kárate español,0,40,7
Nada como organizar una cena y que la mitad cancele a última hora.,1,66,13
Marlon Brando: cincelar un mito,0,31,5
Datos revelados por los papeles de JFK,1,38,7
"Qué emocionante, trabajar duro solo para pagar más impuestos.",1,61,9
Qué emocionante es ver cómo el equipo rival se lleva la victoria sin esfuerzo.,1,78,14
"El cantante Kevin Jonas, sometido a una intervención por un cáncer de piel: “¡Asegúrense de revisar esas pecas, gente!”",0,119,19
Emisiones de lujo: ¿por qué no prohibir los jets privados?,0,58,10
Los actores hacen un trabajo increíble interpretando a sus personajes.,0,70,10
Un experimento con ratones revela que los ratones se dejan hacer de todo,1,72,13
 Quizás porque estás comprometido.,0,34,4
La tablilla de pizarra del yacimiento tartésico del Turuñuelo de Guareña escondía un abecedario de hace 2.500 años,0,114,18
Una báscula lleva horas orbitando alrededor de un gordo que intentaba pesarse,1,77,12
"La telefonía fija redujo la facturación anual de France Télécom un 1,1%",0,71,12
Reviews EMT: cámara Panasonic HC-X1000,1,38,5
Más difícil todavía sobre hielo,0,31,5
Varios jugadores del futbolín intentan abrazarse tras marcar un gol,1,67,10
Declarado un incendio forestal en Las Lagunas de Mijas,0,54,9
Alfonso Guerra se encierra en el baño con Pedro Sánchez para hacerle la prueba del pañuelo,1,90,16
Crean condones con agujeros para parejas estables,1,49,7
Me encanta reunirme con mis amigos para ponernos al día y compartir buenos momentos.,0,84,14
Muere un ‘casteller’ en Tarragona aplastado por una estructura metálica,0,71,10
Un relator farà d’intermediari entre els Lannister i els Stark,1,62,10
El Barcelona cae en el Palau por primera vez en la Euroliga ante el Armani: 86-90,0,81,16
"¿Ha sido a terapia de pareja, verdad?",0,37,7
GP de Singapur de F1: horario y dónde ver la carrera en directo,0,63,13
Nadie por encima de la ley,0,26,6
"China ha dejado de ser el país más contaminado. Ahora, India toma el relevo",0,75,14
¿Por qué no le dices a Jake que estás aquí?.,0,44,10
"Sangría de multas por circular por Carretería y Álamos: más de 9.000 por valor de 1,8 millones",0,94,17
La noche en Blanco en Málaga 2024: espectáculos,0,47,8
Lucha libre,0,11,2
"Pues, será porque la ama. Ah, si sirve de consuelo, los Summer nada de eso importa. Y el programa entero es estúpido.",0,117,22
La Subdelegación del Gobierno y el Ayuntamiento no restringirán la práctica del voleibol en El Cable,0,100,16
Susto en Kosei Ramen: Destrozan el restaurante japonés para robar la recaudación,0,80,12
"Ampliación, bus-VAO o nueva autovía entre Málaga y Rincón: el Gobierno contrata el estudio",0,90,14
"Diego Pescador, la nueva perla del ciclismo colombiano, dispuesto a lanzar su caña",0,82,13
Frigo cede a la presión de los ‘runners’ y lanza un Frigopié para los supinadores y otro  para los pronadores,1,109,20
Se vuelca en el movimiento 15-M para olvidar una ruptura reciente,1,65,11
El Sol explotará hoy acabando con todo rastro de vida en la Tierra pero está bien,1,81,16
¿Por qué nos atacan los animales?,0,33,6
"Sabes, durante todo este tiempo no te he escuchado mencionar esa frase que sueles decir. La de waba love a dub dumm.",0,116,22
EE UU pide a Sheinbaum que la reforma judicial prevista en México respete las inversiones extranjeras,0,101,16
Seis rincones con encanto que no conocías de tu casa,1,52,10
"La nueva moda de tener dos novios, uno para que te saque las fotos y otro para que pose en ellas",1,96,21
Mariano Rajoy plagia un discurso de Michelle Obama en la sesión de investidura,1,78,13
"Ultraviolenta, cruel e incómoda: cómo una película llamada ‘Saw’ se convirtió en un fenómeno del siglo XXI",0,106,17
Estudiantes y Força Lleida se jugarán el ascenso a la Liga Endesa,0,65,12
El ciclismo es un asunto del corazón,0,36,7
Quirónsalud Málaga brindará este año el acceso a más de 10 ensayos para diferentes tipos de tumores,0,99,17
Los inversores extranjeros vuelven a confiar en España tras el baile de la vicepresidenta en El Hormiguero,1,106,17
Predicciones astrológicas para el mes de Septiembre 2016,0,56,8
Algunos datos sobre ‘Star Wars: The Last Jedi’,1,46,8
Es que tuve relaciones con Julio Iglesias.,0,42,7
Dimite el jefe de oncología del Hospital Regional de Málaga,0,59,10
Dani Rovira protagonizará el mensaje de Navidad del Rey,1,55,9
Precio de la gasolina y diésel en Málaga este jueves,0,52,10
Meta da marcha atrás y no usará imágenes de Facebook e Instagram para entrenar su IA en Europa,0,94,18
Jordan Díaz lleva el triple salto español a la dimensión de los elegidos,0,72,13
TV3 confirma que Jordi Hurtado va ser el primer soci del Club Súper 3,1,69,14
"Ah, claro, porque los gastos siempre surgen en los mejores momentos.",1,68,11
El amor es un sentimiento que se fortalece con el tiempo y las experiencias compartidas.,0,88,15
Estos son los cinco tíos de Tinder que más se parecen a tu padre,1,64,14
"Ah, sí, porque todo se resuelve cuando lo dejas para el último minuto.",1,70,13
Las 14 pinturas de Rayo McQueen y otros secretos de Pixar,0,57,11
Mía y yo no somos esposos.,0,26,6
Real Madrid-Granada: Los de Zidane hacen polvo al equipo blanco con cuatro goles a dos,1,86,15
Indignación en la UE por el ataque de Israel sobre el campo de Rafah,0,68,14
"“Huye”, último consejo de un anciano a su nieta antes de morir",1,62,12
Big Data Spain 2015 reúne a 600 expertos en Madrid,0,50,10
¿Quién es Miquel Iceta?,1,23,4
El eterno idilio de Buenos Aires y el tango: la permanente dialéctica entre la seducción y la nostalgia,0,103,18
¿La inteligencia excita sexualmente?,0,36,4
"Los pequeños operadores telefónicos superan en satisfacción a las grandes compañías, según la OCU",0,97,14
Estrés térmico y caídas de tensión por las altas temperaturas en los juzgados de Madrid: “Queremos evitar un accidente”,0,119,19
Un ataque satura parcialmente Internet,0,38,5
"¿Olvidaste quiénes son tus compañeros de trabajo tras un mes de vacaciones? No pasa nada, te recordamos quién es quién",1,118,20
"El amor verdadero no busca la perfección, sino la felicidad compartida.",0,71,11
¿Cómo funciona Uber?,1,20,3
Cómo convencer al comercial de la inmobiliaria de que el piso te interesa pero solo si él se queda a vivir contigo,1,114,22
Torrox instala un punto limpio móvil tras varios años de quejas vecinales,0,73,12
Blinken trata de impulsar la tregua en Gaza en su octava visita a Oriente Próximo durante la guerra,0,99,18
Así es el traslado de Cataluña a Madrid de los presos del ‘procés’,1,66,13
Anthony Edwards evita que Dallas elimine a los Wolves y fuerza el quinto partido de la final del Oeste en la NBA,0,112,22
He logrado completar todas mis tareas del día antes de lo previsto.,0,67,12
